vocab_size,split,step,tokens_seen,bpb,loss
32768,train,358,47054848,1.3682849956058447,4.858098030090332
32768,train,359,47185920,1.354562338241003,4.429303169250488
32768,train,360,47316992,1.3853125526561532,4.6196608543396
32768,train,361,47448064,1.3639066598879328,4.316827774047852
32768,train,362,47579136,1.3746939149162833,4.38668155670166
32768,train,363,47710208,1.3616267077167281,4.500907897949219
32768,train,364,47841280,1.363220506416613,4.497828483581543
32768,train,365,47972352,1.3909789045952479,4.514425277709961
32768,train,366,48103424,1.3657388488044346,4.258885383605957
32768,train,367,48234496,1.3693064441163947,4.484410285949707
32768,train,368,48365568,1.3457770923595846,4.263021469116211
32768,train,369,48496640,1.3729715172217833,4.500045299530029
32768,train,370,48627712,1.36336888749705,4.472051620483398
32768,train,371,48758784,1.3685189518897034,4.557140350341797
32768,train,372,48889856,1.3990953528474854,4.46777868270874
32768,train,373,49020928,1.3807580787820386,4.545461654663086
32768,train,374,49152000,1.3614059694088005,4.510329246520996
32768,train,375,49283072,1.3802310283712815,4.470000267028809
32768,train,376,49414144,1.3697528696607635,4.429924011230469
32768,train,377,49545216,1.3658926683847497,4.677225112915039
32768,train,378,49676288,1.3576879853978818,4.440564155578613
32768,train,379,49807360,1.371191983802323,4.4646759033203125
32768,train,380,49938432,1.3581544033382877,4.5008039474487305
32768,train,381,50069504,1.396613013118028,4.466540336608887
32768,train,382,50200576,1.3862834608283277,4.413846969604492
32768,train,383,50331648,1.3658844106291634,4.558684825897217
32768,train,384,50462720,1.34307110643867,4.410272598266602
32768,train,385,50593792,1.359393864237955,4.506726264953613
32768,train,386,50724864,1.3908209793593855,4.501491069793701
32768,train,387,50855936,1.3689057314765323,4.310145854949951
32768,train,388,50987008,1.3537748962760308,4.680294036865234
32768,train,389,51118080,1.3792908585789843,4.474961280822754
32768,train,390,51249152,1.374468509100725,4.380550384521484
32768,train,391,51380224,1.3260981561616936,4.386741638183594
32768,train,392,51511296,1.3980281678062891,4.603825569152832
32768,train,393,51642368,1.38987495894735,4.561367988586426
32768,train,394,51773440,1.3543505167234784,4.296873092651367
32768,train,395,51904512,1.3718648193113587,4.548084259033203
32768,train,396,52035584,1.3909905940176548,4.554658889770508
32768,train,397,52166656,1.342428174277516,4.497690200805664
32768,train,398,52297728,1.3716501095214992,4.581342697143555
32768,train,399,52428800,1.3672541816529993,4.533350944519043
32768,train,400,52559872,1.4047598015266707,4.653636932373047
32768,train,401,52690944,1.346102008004549,4.570730209350586
32768,train,402,52822016,1.3701476973170923,4.481130123138428
32768,train,403,52953088,1.3550898264247906,4.378254413604736
32768,train,404,53084160,1.3801978998166125,4.3829569816589355
32768,train,405,53215232,1.3668454936676058,4.375773906707764
32768,train,406,53346304,1.3656895656635932,4.218111038208008
32768,train,407,53477376,1.3843082071125288,4.388367652893066
32768,train,408,53608448,1.359319863416717,4.480185508728027
32768,train,409,53739520,1.3577261289621043,4.452363967895508
32768,train,410,53870592,1.3599072453523897,4.409468173980713
32768,train,411,54001664,1.355177833743254,4.488676071166992
32768,train,412,54132736,1.3521332443358305,4.403541564941406
32768,train,413,54263808,1.3721194460921706,4.489326477050781
32768,train,414,54394880,1.3843476971253208,4.500668048858643
32768,train,415,54525952,1.3634663320241907,4.429425239562988
32768,train,416,54657024,1.3863897735860504,4.589247703552246
32768,train,417,54788096,1.3603656588342061,4.60871696472168
32768,train,418,54919168,1.3389252963352767,4.480159759521484
32768,train,419,55050240,1.3537102500275748,4.356108665466309
32768,validation,0,0,3.1431752844783647,
32768,validation,10,1310720,2.896290771918887,
32768,validation,20,2621440,2.219502914210989,
32768,validation,30,3932160,1.9928054153814059,
32768,validation,40,5242880,1.906761712892356,
32768,validation,50,6553600,1.852930878840724,
32768,validation,60,7864320,1.8143166797622665,
32768,validation,70,9175040,1.7811871709084308,
32768,validation,80,10485760,1.740153947380916,
32768,validation,90,11796480,1.6950763654921717,
32768,validation,100,13107200,1.658469626242554,
32768,validation,110,14417920,1.624575288325901,
32768,validation,120,15728640,1.602301301406108,
32768,validation,130,17039360,1.5790480446711683,
32768,validation,140,18350080,1.5626222582418905,
32768,validation,150,19660800,1.5434640117551706,
32768,validation,160,20971520,1.5267055968372525,
32768,validation,170,22282240,1.511223869224758,
32768,validation,180,23592960,1.4971130616305208,
32768,validation,190,24903680,1.494955377829154,
32768,validation,200,26214400,1.4647480932247616,
32768,validation,210,27525120,1.4482901262518975,
32768,validation,220,28835840,1.4368293792066367,
32768,validation,230,30146560,1.4262561224889847,
32768,validation,240,31457280,1.4170077517384505,
32768,validation,250,32768000,1.4067795339432883,
32768,validation,260,34078720,1.4012522730444155,
32768,validation,270,35389440,1.3938328539056069,
32768,validation,280,36700160,1.3858696845953464,
32768,validation,290,38010880,1.379100947389414,
32768,validation,300,39321600,1.3728508508724937,
32768,validation,310,40632320,1.3670224204917154,
32768,validation,320,41943040,1.3630653680895435,
32768,validation,330,43253760,1.3573676801862957,
32768,validation,340,44564480,1.3523631005828047,
32768,validation,350,45875200,1.348339522482905,
32768,validation,360,47185920,1.3440390185393167,
32768,validation,370,48496640,1.3405453371033158,
32768,validation,380,49807360,1.3376145987190224,
32768,validation,390,51118080,1.3343961114382652,
32768,validation,400,52428800,1.3320225438108657,
32768,validation,410,53739520,1.3290248468067332,
32768,validation,420,55050240,1.3274624309080307,
