vocab_size,split,step,tokens_seen,bpb,loss
8192,train,47,6291456,1.9558321251526067,5.502358436584473
8192,train,48,6422528,1.9737499720446843,5.4962873458862305
8192,train,49,6553600,1.9490155339064739,5.567870140075684
8192,train,50,6684672,1.9780685469041903,5.615475654602051
8192,train,51,6815744,1.9326541093617666,5.368952751159668
8192,train,52,6946816,1.9828221078267787,5.470596790313721
8192,train,53,7077888,1.9718493410495956,5.452359676361084
8192,train,54,7208960,1.9529751442732866,5.4159135818481445
8192,train,55,7340032,1.9261595687987807,5.4308881759643555
8192,train,56,7471104,1.9654348359022347,5.472251892089844
8192,train,57,7602176,1.9696433826184272,5.42264986038208
8192,train,58,7733248,1.9721550775341168,5.397853374481201
8192,train,59,7864320,1.897065505760798,5.449492454528809
8192,train,60,7995392,1.8931336167977149,5.351137161254883
8192,train,61,8126464,1.908719758058989,5.357194900512695
8192,train,62,8257536,1.9384177013288768,5.3672380447387695
8192,train,63,8388608,1.9407858577181547,5.326684951782227
8192,train,64,8519680,1.9182752988686764,5.441149711608887
8192,train,65,8650752,1.8960449382361535,5.378443241119385
8192,train,66,8781824,1.9215558692229546,5.370302200317383
8192,train,67,8912896,1.9262980869139072,5.329136371612549
8192,train,68,9043968,1.9103135232072346,5.309432029724121
8192,train,69,9175040,1.8887259286236673,5.241008758544922
8192,train,70,9306112,1.9048831323284117,5.27141809463501
8192,train,71,9437184,1.8637577002091748,5.186176776885986
8192,train,72,9568256,1.8679403815745819,5.216890335083008
8192,train,73,9699328,1.8502069642441161,5.2319440841674805
8192,train,74,9830400,1.8728278808942809,5.292475700378418
8192,train,75,9961472,1.8645827424775354,5.1907453536987305
8192,train,76,10092544,1.8646667388170557,5.18133544921875
8192,train,77,10223616,1.8484256195075597,5.2285966873168945
8192,train,78,10354688,1.839209847784963,5.196930408477783
8192,train,79,10485760,1.854096389625664,5.1824188232421875
8192,train,80,10616832,1.853690407374307,5.17719841003418
8192,train,81,10747904,1.8645871404221301,5.120991230010986
8192,train,82,10878976,1.79380584396993,5.222982883453369
8192,train,83,11010048,1.8260424847593222,5.06102180480957
8192,train,84,11141120,1.8487530479614267,5.105712890625
8192,train,85,11272192,1.8209700656488252,5.196819305419922
8192,train,86,11403264,1.8454598796960506,5.079954624176025
8192,train,87,11534336,1.7832126174068892,4.955926895141602
8192,train,88,11665408,1.8140946524119115,4.994841575622559
8192,train,89,11796480,1.8405927832836926,4.965464115142822
8192,train,90,11927552,1.7871654026859651,4.985361099243164
8192,train,91,12058624,1.8217080402871013,5.058599472045898
8192,train,92,12189696,1.7810984542539363,5.057577133178711
8192,train,93,12320768,1.7904500368030467,5.09683895111084
8192,train,94,12451840,1.7805086567640014,5.000602722167969
8192,train,95,12582912,1.7635774232683143,4.963393211364746
8192,train,96,12713984,1.7932162993466576,5.178216934204102
8192,train,97,12845056,1.738963871071686,5.000055313110352
8192,train,98,12976128,1.7578729933232207,4.942700386047363
8192,train,99,13107200,1.7407326052017207,4.812073707580566
8192,train,100,13238272,1.7808249064990873,4.978392601013184
8192,train,101,13369344,1.7756288925415264,5.036910533905029
8192,train,102,13500416,1.777518410712954,5.070794105529785
8192,train,103,13631488,1.7682630632169891,4.946417808532715
8192,train,104,13762560,1.7228967072664774,4.829705238342285
8192,train,105,13893632,1.7720580505333547,4.867342948913574
8192,train,106,14024704,1.7725792219424135,5.009641170501709
8192,train,107,14155776,1.7555463334970782,4.85811185836792
8192,train,108,14286848,1.7466638390970481,4.871962547302246
8192,train,109,14417920,1.7467538387795694,4.8787946701049805
8192,train,110,14548992,1.7464996635019308,4.923859119415283
8192,train,111,14680064,1.774195759182604,4.7811360359191895
8192,train,112,14811136,1.7470148878906526,4.91782808303833
8192,train,113,14942208,1.736410370055243,4.89506196975708
8192,train,114,15073280,1.7604565987125265,4.849302768707275
8192,train,115,15204352,1.737711161492254,4.9517669677734375
8192,train,116,15335424,1.7705792583653495,4.8879194259643555
8192,train,117,15466496,1.6976857119118063,4.8384294509887695
8192,train,118,15597568,1.7392805909013682,4.805406093597412
8192,train,119,15728640,1.758259086610036,4.997863292694092
8192,train,120,15859712,1.7400339988002171,4.846267223358154
8192,train,121,15990784,1.7650987174893789,4.848394393920898
8192,train,122,16121856,1.7356762141489899,4.835693359375
8192,train,123,16252928,1.7083427351724136,4.835042953491211
8192,train,124,16384000,1.7497460433784862,4.788172721862793
8192,train,125,16515072,1.7234481480094037,4.767932891845703
8192,train,126,16646144,1.688166295046938,4.842490196228027
8192,train,127,16777216,1.7236980979336145,4.7687177658081055
8192,train,128,16908288,1.7247167471057288,4.824648857116699
8192,train,129,17039360,1.7306495185781474,4.767427921295166
8192,train,130,17170432,1.71176716805714,4.867425918579102
8192,train,131,17301504,1.7074285104039941,4.835052490234375
8192,validation,0,0,3.20658025413735,
8192,validation,10,1310720,2.985901820233183,
8192,validation,20,2621440,2.3306402242959887,
8192,validation,30,3932160,2.1144351878091805,
8192,validation,40,5242880,2.0142492258754148,
8192,validation,50,6553600,1.958614816851376,
8192,validation,60,7864320,1.9181072749949162,
8192,validation,70,9175040,1.8777053812074693,
8192,validation,80,10485760,1.8330036789520714,
8192,validation,90,11796480,1.7930748235443696,
8192,validation,100,13107200,1.7619117005251343,
8192,validation,110,14417920,1.7367438506440886,
8192,validation,120,15728640,1.7187019800031942,
8192,validation,130,17039360,1.7077988275175247,
8192,validation,132,17301504,1.7065386940384124,
32768,train,0,131072,3.1694680163118525,10.397104263305664
32768,train,1,262144,3.1612086856719093,10.392818450927734
32768,train,2,393216,3.1069376142526908,10.38463020324707
32768,train,3,524288,3.1846348072517014,10.367622375488281
32768,train,4,655360,3.153731666741947,10.345109939575195
32768,train,5,786432,3.178730597450773,10.30910587310791
32768,train,6,917504,3.118581622871372,10.246252059936523
32768,train,7,1048576,3.071563810431715,10.16936206817627
32768,train,8,1179648,3.0026438113915885,10.04012393951416
32768,train,9,1310720,2.955344550380034,9.824119567871094
32768,train,10,1441792,2.870236358996017,9.561004638671875
32768,train,11,1572864,2.8020853534941272,9.262337684631348
32768,train,12,1703936,2.749486361620383,8.945257186889648
32768,train,13,1835008,2.6852263618709213,8.595620155334473
32768,train,14,1966080,2.5350926681508636,8.30478572845459
32768,train,15,2097152,2.455167022930931,8.060800552368164
32768,train,16,2228224,2.381856182865774,8.0003662109375
32768,train,17,2359296,2.354006236839598,7.771751403808594
32768,train,18,2490368,2.3308038184435844,7.624238014221191
32768,train,19,2621440,2.2983062203885223,7.612058639526367
32768,train,20,2752512,2.2355261716318315,7.329953193664551
32768,train,21,2883584,2.2546131623861334,7.181520462036133
32768,train,22,3014656,2.1533952965816536,7.003964900970459
32768,train,23,3145728,2.1585649279881918,6.986520767211914
32768,train,24,3276800,2.145778900244906,6.932978630065918
32768,train,25,3407872,2.1163173252799696,6.807071208953857
32768,train,26,3538944,2.0674217146399063,6.730759620666504
32768,train,27,3670016,2.0637418889695693,6.780178070068359
32768,train,28,3801088,2.055673804392594,6.783971309661865
32768,train,29,3932160,2.034552075138378,6.90416955947876
32768,train,30,4063232,2.0044346489768983,6.642226219177246
32768,train,31,4194304,1.9795063677666311,6.506994724273682
32768,train,32,4325376,2.026020042695527,6.605423927307129
32768,train,33,4456448,1.958020916685318,6.511233329772949
32768,train,34,4587520,1.9553852668395106,6.444077491760254
32768,train,35,4718592,1.9579681849488313,6.426884174346924
32768,train,36,4849664,1.9609802271644747,6.430492401123047
32768,train,37,4980736,1.9509722955131235,6.551067352294922
32768,train,38,5111808,1.903718328224955,6.32205867767334
32768,train,39,5242880,1.9288850905942,6.342007160186768
32768,train,40,5373952,1.9426393834967073,6.235672473907471
32768,train,41,5505024,1.9287709044579384,6.2759575843811035
32768,train,42,5636096,1.897654212922551,6.282803058624268
32768,train,43,5767168,1.8993529566690746,6.223332405090332
32768,train,44,5898240,1.9141374964541746,6.29921817779541
32768,train,45,6029312,1.8897734460762292,6.132761001586914
32768,train,46,6160384,1.906172696117026,6.140995979309082
32768,train,47,6291456,1.903337837336738,6.236395835876465
32768,train,48,6422528,1.878952046426723,6.296963214874268
32768,train,49,6553600,1.8805690227965397,6.240375518798828
32768,train,50,6684672,1.9121665025355163,6.3149333000183105
32768,train,51,6815744,1.898180610071094,6.234534740447998
32768,train,52,6946816,1.8516706354391372,6.111727714538574
32768,train,53,7077888,1.8519562548974355,6.137981414794922
32768,train,54,7208960,1.8328152371027633,5.978022575378418
32768,train,55,7340032,1.847578798985856,6.067473888397217
32768,train,56,7471104,1.8866834103132213,6.1237473487854
32768,train,57,7602176,1.8499092880345565,6.123407363891602
32768,train,58,7733248,1.842314891562087,5.92201566696167
32768,train,59,7864320,1.8607770701543442,6.044640064239502
32768,train,60,7995392,1.8547504080761668,5.971189975738525
32768,train,61,8126464,1.8420302382474172,6.092063903808594
32768,train,62,8257536,1.839590707020899,5.840274333953857
32768,train,63,8388608,1.823109954591702,6.131998062133789
32768,train,64,8519680,1.8104544473208366,6.109610557556152
32768,train,65,8650752,1.8010393926212813,5.860046863555908
32768,train,66,8781824,1.8192103701256528,5.973021507263184
32768,train,67,8912896,1.8056178932425326,5.862950801849365
32768,train,68,9043968,1.8289089798696445,5.790146350860596
32768,train,69,9175040,1.7944507995580412,5.725711345672607
32768,train,70,9306112,1.8270858350127648,5.98385763168335
32768,train,71,9437184,1.8041953180178143,6.071543216705322
32768,train,72,9568256,1.8366226993036439,6.0146379470825195
32768,train,73,9699328,1.7411536723729102,5.887914180755615
32768,train,74,9830400,1.7849395004907678,5.634222984313965
32768,train,75,9961472,1.8053263147944192,5.871879577636719
32768,train,76,10092544,1.7880198559149978,5.795971393585205
32768,train,77,10223616,1.7988633308669633,5.719339847564697
32768,train,78,10354688,1.7477290576089277,5.827330589294434
32768,train,79,10485760,1.8131836584982948,5.823775768280029
32768,train,80,10616832,1.7484274267601176,5.824110984802246
32768,train,81,10747904,1.762565846377291,5.7758026123046875
32768,train,82,10878976,1.7550916819708076,5.660140037536621
32768,train,83,11010048,1.7714706384662895,5.746993541717529
32768,train,84,11141120,1.7186181008392838,5.674561500549316
32768,train,85,11272192,1.7255476768723295,5.675080299377441
32768,train,86,11403264,1.722468893471105,5.668707370758057
32768,train,87,11534336,1.7008083498590678,5.651240825653076
32768,train,88,11665408,1.7054816455538004,5.702637672424316
32768,train,89,11796480,1.719123017206293,5.7962446212768555
32768,train,90,11927552,1.720202036667969,5.814474105834961
32768,train,91,12058624,1.7073760422120712,5.512912750244141
32768,train,92,12189696,1.6949539929453075,5.763314247131348
32768,train,93,12320768,1.7068727128229173,5.665258884429932
32768,train,94,12451840,1.6888698970821834,5.704705238342285
32768,train,95,12582912,1.692847798382962,5.49983024597168
32768,train,96,12713984,1.7183963184858326,5.518385887145996
32768,train,97,12845056,1.680757689219545,5.581440448760986
32768,train,98,12976128,1.713137201291379,5.300394058227539
32768,train,99,13107200,1.6955096537664434,5.454892158508301
32768,train,100,13238272,1.6769176218197899,5.539032936096191
32768,train,101,13369344,1.6884931558567893,5.581611633300781
32768,train,102,13500416,1.7024812681097636,5.497106552124023
32768,train,103,13631488,1.6574677743348663,5.526183605194092
32768,train,104,13762560,1.6876745097450088,5.542923927307129
32768,train,105,13893632,1.6779023649228915,5.452867031097412
32768,train,106,14024704,1.6692605685458912,5.42349910736084
32768,train,107,14155776,1.650695872525116,5.339282512664795
32768,train,108,14286848,1.662643569150489,5.446816444396973
32768,train,109,14417920,1.6772848915809178,5.559736251831055
32768,train,110,14548992,1.6218563017659269,5.492862701416016
32768,train,111,14680064,1.651879503827312,5.238112449645996
32768,train,112,14811136,1.6556070714698135,5.2901201248168945
32768,train,113,14942208,1.6207179057984917,5.335042476654053
32768,train,114,15073280,1.633969421041235,5.3635663986206055
32768,train,115,15204352,1.6508471673716674,5.428075790405273
32768,train,116,15335424,1.6067747501818763,5.264120578765869
32768,train,117,15466496,1.6364859959011724,5.249844551086426
32768,train,118,15597568,1.6372680496938237,5.519687175750732
32768,train,119,15728640,1.6488949844325247,5.623281478881836
32768,train,120,15859712,1.5699496260592534,5.338517189025879
32768,train,121,15990784,1.6139159194699375,5.434639930725098
32768,train,122,16121856,1.6203787565139172,5.422331809997559
32768,train,123,16252928,1.5923017586134847,5.239660263061523
32768,train,124,16384000,1.6332738418982655,5.317017555236816
32768,train,125,16515072,1.6188396040614739,5.236608028411865
32768,train,126,16646144,1.602995849406505,5.161964416503906
32768,train,127,16777216,1.6246359975702283,5.239281177520752
32768,train,128,16908288,1.619912027597671,5.223541259765625
32768,train,129,17039360,1.5912162503800285,5.283145904541016
32768,train,130,17170432,1.606605622743331,5.217538356781006
32768,train,131,17301504,1.583979786784134,5.214334011077881
32768,train,132,17432576,1.6047756736986514,5.444408416748047
32768,train,133,17563648,1.60093756030837,5.246965408325195
32768,train,134,17694720,1.597699868154797,5.003878593444824
32768,train,135,17825792,1.624456241299985,5.312056541442871
32768,train,136,17956864,1.6313702647692028,5.460963249206543
32768,train,137,18087936,1.565858034610912,5.143779754638672
32768,train,138,18219008,1.5980577782507923,5.392840385437012
32768,train,139,18350080,1.5898347862298616,5.205830097198486
32768,train,140,18481152,1.557516523635201,5.043412208557129
32768,train,141,18612224,1.5569588972042814,5.328812599182129
32768,train,142,18743296,1.5796939629120297,5.253432273864746
32768,train,143,18874368,1.5897358319258708,5.059259414672852
32768,train,144,19005440,1.5601178189026335,5.0433807373046875
32768,train,145,19136512,1.5665737248547296,5.069803237915039
32768,train,146,19267584,1.6000509820138216,5.152568340301514
32768,train,147,19398656,1.5603326405452613,5.162046909332275
32768,train,148,19529728,1.5606571105974523,5.15122127532959
32768,train,149,19660800,1.580554425483493,5.116050720214844
32768,train,150,19791872,1.5909559134171902,5.058327674865723
32768,train,151,19922944,1.5958160339655263,5.089305877685547
32768,train,152,20054016,1.6039437049497884,5.320767879486084
32768,train,153,20185088,1.5442725163201407,5.231170177459717
32768,train,154,20316160,1.5399750747566836,5.297588348388672
32768,train,155,20447232,1.5950147797047665,5.260554313659668
32768,train,156,20578304,1.5507521476220416,5.164081573486328
32768,train,157,20709376,1.5318237890735906,5.13001823425293
32768,train,158,20840448,1.5672636671397255,5.012192726135254
32768,train,159,20971520,1.5454895227860146,5.101770401000977
32768,train,160,21102592,1.5757981532953966,5.152892112731934
32768,train,161,21233664,1.5394626322962153,5.185124397277832
32768,train,162,21364736,1.5738786876333812,5.0441179275512695
32768,train,163,21495808,1.5520058867742677,5.056682586669922
32768,train,164,21626880,1.5116388185520746,5.064240455627441
32768,train,165,21757952,1.5472683408149357,4.917824745178223
32768,train,166,21889024,1.487318423448355,5.002983570098877
32768,train,167,22020096,1.5143342464887346,4.990955829620361
32768,train,168,22151168,1.5250239061269397,5.084626197814941
32768,train,169,22282240,1.5610682276695829,5.30394172668457
32768,train,170,22413312,1.5551705056439469,5.114015579223633
32768,train,171,22544384,1.603589694004137,5.224137306213379
32768,train,172,22675456,1.5360613548349822,4.873415946960449
32768,train,173,22806528,1.520156667372699,4.962984561920166
32768,train,174,22937600,1.5193152520836941,4.981637001037598
32768,train,175,23068672,1.5278936630544935,5.002693176269531
32768,train,176,23199744,1.5005187612989208,4.823553562164307
32768,train,177,23330816,1.537714713937863,4.932882308959961
32768,train,178,23461888,1.5106258333065676,4.89517879486084
32768,train,179,23592960,1.52079980023263,4.84578800201416
32768,train,180,23724032,1.5280024262776286,4.868769645690918
32768,train,181,23855104,1.519974636838242,5.077503681182861
32768,train,182,23986176,1.5365368376931148,5.009061813354492
32768,train,183,24117248,1.4913035354136983,5.082089900970459
32768,train,184,24248320,1.5184948187230598,4.87376594543457
32768,train,185,24379392,1.4948049853406682,4.917936325073242
32768,train,186,24510464,1.5326393524701571,4.977743625640869
32768,train,187,24641536,1.5081454675555725,4.926254749298096
32768,train,188,24772608,1.5260591703323518,4.751161098480225
32768,train,189,24903680,1.5167510678955063,4.8799262046813965
32768,train,190,25034752,1.5360774340102252,4.815942764282227
32768,train,191,25165824,1.5307182564889614,5.056136608123779
32768,train,192,25296896,1.5293415902802738,4.960882663726807
32768,train,193,25427968,1.5028806748451615,4.871451377868652
32768,train,194,25559040,1.4829944187256165,4.936476230621338
32768,train,195,25690112,1.5039573176949494,4.975405693054199
32768,train,196,25821184,1.476133270186811,4.7569756507873535
32768,train,197,25952256,1.4933003901453006,4.922366619110107
32768,train,198,26083328,1.5008526270079219,5.044222831726074
32768,train,199,26214400,1.4902288449660699,4.9886474609375
32768,train,200,26345472,1.4772699476033335,4.899785995483398
32768,train,201,26476544,1.5129799378019109,4.908121585845947
32768,train,202,26607616,1.5260366292004555,5.099869728088379
32768,train,203,26738688,1.4980736326307416,4.8754730224609375
32768,train,204,26869760,1.4695271838575878,4.902971267700195
32768,train,205,27000832,1.4896413983044312,5.015274524688721
32768,train,206,27131904,1.4779665827741397,4.841719627380371
32768,train,207,27262976,1.4941635910531579,4.982322692871094
32768,train,208,27394048,1.4944380395905363,4.904967308044434
32768,train,209,27525120,1.499954788389242,4.84052848815918
32768,train,210,27656192,1.434401076029479,4.803402900695801
32768,train,211,27787264,1.4909836601381214,4.802427768707275
32768,train,212,27918336,1.479758025041749,4.881710529327393
32768,train,213,28049408,1.46492107737164,4.727381706237793
32768,train,214,28180480,1.4905199840987104,4.8066534996032715
32768,train,215,28311552,1.4785155248631754,4.857147693634033
32768,train,216,28442624,1.4680869215184145,4.693876266479492
32768,train,217,28573696,1.4459900008780926,4.611937046051025
32768,train,218,28704768,1.4942658135571345,4.705221176147461
32768,train,219,28835840,1.484251488019965,4.789333820343018
32768,train,220,28966912,1.4714478898037897,4.581154823303223
32768,train,221,29097984,1.4563071513317922,4.673445701599121
32768,train,222,29229056,1.4549737699414793,4.767738342285156
32768,train,223,29360128,1.4634098763004417,4.798862457275391
32768,train,224,29491200,1.4438943598128864,4.535736560821533
32768,train,225,29622272,1.4514074091752491,4.626520156860352
32768,train,226,29753344,1.4748316815419382,4.909471035003662
32768,train,227,29884416,1.488596738291745,4.573916435241699
32768,train,228,30015488,1.4523610941643177,4.646124839782715
32768,train,229,30146560,1.476456292640627,4.799683570861816
32768,train,230,30277632,1.419199555888477,4.554161548614502
32768,train,231,30408704,1.433931678139121,4.878530502319336
32768,train,232,30539776,1.4817089453486931,4.932886123657227
32768,train,233,30670848,1.426136263077695,4.6610846519470215
32768,train,234,30801920,1.4832845407885173,4.679325103759766
32768,train,235,30932992,1.4644078808099827,4.6991286277771
32768,train,236,31064064,1.476049263688819,4.621430397033691
32768,train,237,31195136,1.4841480687982698,4.78702449798584
32768,train,238,31326208,1.4464334432558215,4.870344161987305
32768,train,239,31457280,1.441724293004423,4.54623556137085
32768,train,240,31588352,1.4604848946324327,4.735631465911865
32768,train,241,31719424,1.4405834509603404,4.984155178070068
32768,train,242,31850496,1.4587923305081587,4.797460556030273
32768,train,243,31981568,1.417854858346092,4.682196140289307
32768,train,244,32112640,1.4547388142503073,4.70039176940918
32768,train,245,32243712,1.4344614942486407,4.794600486755371
32768,train,246,32374784,1.4400026829000754,4.447108268737793
32768,train,247,32505856,1.4141971416810935,4.583780288696289
32768,train,248,32636928,1.456600817243294,4.7588324546813965
32768,train,249,32768000,1.4428804465973772,4.728810787200928
32768,train,250,32899072,1.4694671641435053,4.959894180297852
32768,train,251,33030144,1.444916026521043,4.691852569580078
32768,train,252,33161216,1.4391756883811238,4.557472229003906
32768,train,253,33292288,1.40387993115321,4.658510208129883
32768,train,254,33423360,1.417091549616994,4.769360065460205
32768,train,255,33554432,1.427826174700321,4.844742298126221
32768,train,256,33685504,1.4598425413070706,4.900149822235107
32768,train,257,33816576,1.419693662696686,4.529543876647949
32768,train,258,33947648,1.4165920283950701,4.724903106689453
32768,train,259,34078720,1.407599604205547,4.667956829071045
32768,train,260,34209792,1.4549245548423135,4.728116989135742
32768,train,261,34340864,1.4024879470273928,4.604997634887695
32768,train,262,34471936,1.448955039606909,4.738350868225098
32768,train,263,34603008,1.4133314482475425,4.569593906402588
32768,train,264,34734080,1.441760175707502,4.500599384307861
32768,train,265,34865152,1.4287650322092533,4.58547830581665
32768,train,266,34996224,1.4475669459085763,4.675230503082275
32768,train,267,35127296,1.438507727085588,4.841396331787109
32768,train,268,35258368,1.4150670082129506,4.620705604553223
32768,train,269,35389440,1.4473718716381168,4.746943950653076
32768,train,270,35520512,1.4638141977597334,4.748185634613037
32768,train,271,35651584,1.4303134092408136,4.623159408569336
32768,train,272,35782656,1.4175216677873252,4.847521781921387
32768,train,273,35913728,1.4129881030227807,4.714550018310547
32768,train,274,36044800,1.436952850590345,4.578055381774902
32768,train,275,36175872,1.397609952671539,4.631549835205078
32768,train,276,36306944,1.4160968499594435,4.736874580383301
32768,train,277,36438016,1.40179510145985,4.5620012283325195
32768,train,278,36569088,1.3845870951304309,4.640735149383545
32768,train,279,36700160,1.4009267389566673,4.63629674911499
32768,train,280,36831232,1.4171089943645678,4.690319061279297
32768,train,281,36962304,1.4128642568990362,4.387176990509033
32768,train,282,37093376,1.4092057782704466,4.697301387786865
32768,train,283,37224448,1.4046630040742878,4.5636186599731445
32768,train,284,37355520,1.4199086839267672,4.614022254943848
32768,train,285,37486592,1.42174328200027,4.78844690322876
32768,train,286,37617664,1.4146252063539928,4.588369369506836
32768,train,287,37748736,1.3774013846778614,4.536147594451904
32768,train,288,37879808,1.4116976596855009,4.5602617263793945
32768,train,289,38010880,1.4012958685337935,4.62932014465332
32768,train,290,38141952,1.4112569843521348,4.580131530761719
32768,train,291,38273024,1.4259963859768008,4.653963088989258
32768,train,292,38404096,1.4131825389189143,4.550731658935547
32768,train,293,38535168,1.3935645299336543,4.437802314758301
32768,train,294,38666240,1.397904619917606,4.619351387023926
32768,train,295,38797312,1.3704936752359735,4.541715621948242
32768,train,296,38928384,1.432694395057295,4.811224937438965
32768,train,297,39059456,1.4009797451989678,4.726804733276367
32768,train,298,39190528,1.4022171529136922,4.655173301696777
32768,train,299,39321600,1.401729895826961,4.599215507507324
32768,train,300,39452672,1.4061034805656993,4.77421760559082
32768,train,301,39583744,1.406959484194169,4.655137062072754
32768,train,302,39714816,1.4209387877163142,4.527022838592529
32768,train,303,39845888,1.385279676962842,4.724240303039551
32768,train,304,39976960,1.39629369323551,4.703337669372559
32768,train,305,40108032,1.3931471631684116,4.694247722625732
32768,train,306,40239104,1.4175786785979012,4.630352020263672
32768,train,307,40370176,1.3986990937882828,4.364554405212402
32768,train,308,40501248,1.417333887069715,4.518335819244385
32768,train,309,40632320,1.3828717031613798,4.335489749908447
32768,train,310,40763392,1.4012230576983673,4.588894367218018
32768,train,311,40894464,1.3945229419099276,4.629832744598389
32768,train,312,41025536,1.394167690573208,4.762502670288086
32768,train,313,41156608,1.410667611087878,4.558967590332031
32768,train,314,41287680,1.3856354495339946,4.595279693603516
32768,train,315,41418752,1.3900133059516881,4.500594139099121
32768,train,316,41549824,1.4146426438723587,4.777945518493652
32768,train,317,41680896,1.3634799657943018,4.701199531555176
32768,train,318,41811968,1.40955560134227,4.762879371643066
32768,train,319,41943040,1.3950273678564589,4.567421913146973
32768,train,320,42074112,1.4029213591650604,4.511964321136475
32768,train,321,42205184,1.3851616039269259,4.403594017028809
32768,train,322,42336256,1.3951025938100565,4.7463579177856445
32768,train,323,42467328,1.3680360740512199,4.667418479919434
32768,train,324,42598400,1.386802008806215,4.662402153015137
32768,train,325,42729472,1.373606026792991,4.638998985290527
32768,train,326,42860544,1.3999580865624852,4.653938293457031
32768,train,327,42991616,1.3742508122107158,4.488955497741699
32768,train,328,43122688,1.3718798645170882,4.52680778503418
32768,train,329,43253760,1.3745499003876975,4.303039073944092
32768,train,330,43384832,1.4006082972571132,4.444195747375488
32768,train,331,43515904,1.413512009606248,4.7128448486328125
32768,train,332,43646976,1.3639617777321436,4.335153579711914
32768,train,333,43778048,1.4008687827969366,4.602587699890137
32768,train,334,43909120,1.4097285195164408,4.517431259155273
32768,train,335,44040192,1.3714992910415538,4.62989616394043
32768,train,336,44171264,1.3735230042277835,4.69844913482666
32768,train,337,44302336,1.3900551682854405,4.490095138549805
32768,train,338,44433408,1.3852502525902433,4.653162956237793
32768,train,339,44564480,1.408408501715684,4.6006760597229
32768,train,340,44695552,1.3777920575277482,4.527178764343262
32768,train,341,44826624,1.3735418016854715,4.4632568359375
32768,train,342,44957696,1.3810696938862155,4.393721580505371
32768,train,343,45088768,1.3852275338255993,4.742196083068848
32768,train,344,45219840,1.388634885768045,4.593296527862549
32768,train,345,45350912,1.3619088159377788,4.415029048919678
32768,train,346,45481984,1.3825138759158466,4.515207767486572
32768,train,347,45613056,1.4001242623035186,4.704742431640625
32768,train,348,45744128,1.3888845103989422,4.673687934875488
32768,train,349,45875200,1.3656657086007011,4.633996963500977
32768,train,350,46006272,1.3888039088490227,4.520818710327148
32768,train,351,46137344,1.3730057997691725,4.485136985778809
32768,train,352,46268416,1.3769183365804158,4.56178092956543
32768,train,353,46399488,1.3612704267243871,4.745018005371094
32768,train,354,46530560,1.3810932722060902,4.595256805419922
32768,train,355,46661632,1.3940659035534804,4.359372615814209
32768,train,356,46792704,1.347445122676436,4.230938911437988
32768,train,357,46923776,1.36440019326463,4.532810211181641
